Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2020,2020,2020,6,1,1,Import,222,El Salvador,SLV,484,Mexico,MEX,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,411,,,,411,,4186,,,0
H5,2020,2020,2020,6,1,2,Export,222,El Salvador,SLV,558,Nicaragua,NIC,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,254,,,,254,,3213,,,0
H5,2020,2020,2020,6,1,1,Import,222,El Salvador,SLV,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2509,,,,2509,,20502,,,0
H5,2020,2020,2020,6,1,1,Import,222,El Salvador,SLV,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1918,,,,1918,,15430,,,0
H5,2020,2020,2020,6,1,1,Import,222,El Salvador,SLV,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6685,,,,6685,,48580,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,339848,,,,339848,,625362,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2980,,,,2980,,24019,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,128470,,,,128470,,207926,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,17605,,,,17605,,53251,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,18,,,,18,,1499,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,700,,,,700,,7640,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,168600,,,,168600,,251485,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5071,,,,5071,,19459,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,704,Viet Nam,VNM,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,813,,,,813,,2862,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,790,,,,790,,5146,,,0
H5,2020,2020,2020,6,1,1,Import,231,Ethiopia,ETH,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,14800,,,,14800,,52070,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,733811,,,,733811,,1086571,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,150769,,,,150769,,266411,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,26,,,,26,,4916,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,202380,,,,202380,,224540,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,203,Czechia,CZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,13,,,,13,,87,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,31249,,,,31249,,32668,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8780,,,,8780,,17283,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,246,Finland,FIN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,24285,,,,24285,,30849,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,246,Finland,FIN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2329,,,,2329,,8773,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,51025,,,,51025,,94711,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,90913,,,,90913,,306897,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,118,,,,118,,1135,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3,,,,3,,103,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10,,,,10,,304,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,428,Latvia,LVA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,42705,,,,42705,,63120,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,428,Latvia,LVA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,585,,,,585,,3146,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,440,Lithuania,LTU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,114693,,,,114693,,87474,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,440,Lithuania,LTU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,180,,,,180,,1504,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,156400,,,,156400,,192297,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,7,,,,7,,588,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,568,"Other Europe, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,324,,,,324,,3338,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,616,Poland,POL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2350,,,,2350,,906,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4950,,,,4950,,7727,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,135822,,,,135822,,222339,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9360,,,,9360,,17105,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1175,,,,1175,,4365,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,13,,,,13,,614,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,752,Sweden,SWE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10,,,,10,,92,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,752,Sweden,SWE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2950,,,,2950,,5454,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,757,Switzerland,CHE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,145,,,,145,,345,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9,,,,9,,1816,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1629,,,,1629,,11860,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,42,,,,42,,1721,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,93,,,,93,,4891,,,0
H5,2020,2020,2020,6,1,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2865,,,,2865,,6755,,,0
H5,2020,2020,2020,6,1,1,Import,242,Fiji,FJI,36,Australia,AUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,45,,,,45,,745,,,0
H5,2020,2020,2020,6,1,1,Import,242,Fiji,FJI,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,1,,,0
H5,2020,2020,2020,6,1,1,Import,242,Fiji,FJI,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,15,,,,15,,306,,,0
H5,2020,2020,2020,6,1,1,Import,242,Fiji,FJI,554,New Zealand,NZL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2804,,,,2804,,5702,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,14517,,,,14517,,7416597,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,16,American Samoa,ASM,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,432,,,,432,,294418,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,67,,,,67,,1781,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,70,Bosnia Herzegovina,BIH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,22,,,,22,,8812,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,36,,,,36,,44647,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,613,,,,613,,211011,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,90,,,,90,,1194,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,691,,,,691,,276541,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4060,,,,4060,,2413719,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,372,Ireland,IRL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,497,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,493,,,,493,,323108,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,637,,,,637,,124354,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,270,,,,270,,13925,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,428,Latvia,LVA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,16,,,,16,,170,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,490,"Other Asia, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,46,,,,46,,11774,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,605,,,,605,,500269,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,579,Norway,NOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1724,,,,1724,,821575,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,616,Poland,POL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,312,,,,312,,149034,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,76,,,,76,,37549,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,688,Serbia,SRB,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,1102,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,104,,,,104,,51378,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,703,Slovakia,SVK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,7,,,,7,,151,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,705,Slovenia,SVN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3,,,,3,,29,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10,,,,10,,402,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,752,Sweden,SWE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,872,,,,872,,165179,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,757,Switzerland,CHE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,12,,,,12,,2197,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4,,,,4,,6,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,804,Ukraine,UKR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,383,,,,383,,173476,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,837,,,,837,,235452,,,6
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2082,,,,2082,,1552831,,,6
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,76778712,,,,76778712,,143444067,,,6
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,32,Argentina,ARG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,113,,,,113,,211,,,6
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,36,Australia,AUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,327,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,40,Austria,AUT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,447,,,,447,,2168,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3778700,,,,3778700,,6406573,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,70,Bosnia Herzegovina,BIH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,11091,,,,11091,,97498,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,76,Brazil,BRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6137,,,,6137,,159444,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2908,,,,2908,,544642,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,21364300,,,,21364300,,18566471,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,203,Czechia,CZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8007,,,,8007,,8974,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,265,,,,265,,28087,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,246,Finland,FIN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1641900,,,,1641900,,1584770,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,24066800,,,,24066800,,73646558,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,344,"China, Hong Kong SAR",HKG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,15600,,,,15600,,39751,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,348,Hungary,HUN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,597,,,,597,,1057,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,360,Indonesia,IDN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,158,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6268330,,,,6268330,,7919893,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,186298,,,,186298,,5895618,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,224505,,,,224505,,1509609,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,442,Luxembourg,LUX,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,36615,,,,36615,,105044,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,458,Malaysia,MYS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,64625,,,,64625,,63107,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,484,Mexico,MEX,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,676,,,,676,,4989,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,490,"Other Asia, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9612,,,,9612,,90255,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,11841800,,,,11841800,,15177418,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,604,Peru,PER,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,36,,,,36,,426,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,616,Poland,POL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1292790,,,,1292790,,2074203,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,620,Portugal,PRT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,842,,,,842,,1025,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,112,,,,112,,383,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,569293,,,,569293,,581204,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,702,Singapore,SGP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,22,,,,22,,320,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,703,Slovakia,SVK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,14404,,,,14404,,30633,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,704,Viet Nam,VNM,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,47,,,,47,,88,,,6
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4152430,,,,4152430,,4433153,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,752,Sweden,SWE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,575278,,,,575278,,635431,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,757,Switzerland,CHE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,756,,,,756,,29874,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,64800,,,,64800,,82704,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,804,Ukraine,UKR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,58520,,,,58520,,257227,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,363346,,,,363346,,1597440,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,156704,,,,156704,,1867269,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,899,"Areas, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3,,,,3,,48,,,0
H5,2020,2020,2020,6,1,1,Import,258,French Polynesia,PYF,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2567,,,,2567,,11289,,,0
H5,2020,2020,2020,6,1,1,Import,258,French Polynesia,PYF,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,73,,,,73,,467,,,0
H5,2020,2020,2020,6,1,1,Import,258,French Polynesia,PYF,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1692,,,,1692,,6461,,,0
H5,2020,2020,2020,6,1,1,Import,258,French Polynesia,PYF,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,342,,,,342,,2701,,,0
H5,2020,2020,2020,6,1,1,Import,258,French Polynesia,PYF,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,101,,,,101,,335,,,0
H5,2020,2020,2020,6,1,1,Import,258,French Polynesia,PYF,554,New Zealand,NZL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,332,,,,332,,1005,,,0
H5,2020,2020,2020,6,1,1,Import,258,French Polynesia,PYF,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,24,,,,24,,317,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,68453,,,,68453,,129824,,,0
H5,2020,2020,2020,6,1,2,Export,268,Georgia,GEO,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1080,,,,1080,,8249,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,40,Austria,AUT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,119,,,0
H5,2020,2020,2020,6,1,2,Export,268,Georgia,GEO,51,Armenia,ARM,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1080,,,,1080,,8249,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,23957,,,,23957,,7892,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,203,Czechia,CZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,120,,,,120,,2173,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,48,,,,48,,180,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,34003,,,,34003,,98251,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,398,,,,398,,714,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3470,,,,3470,,7136,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1814,,,,1814,,2705,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,757,Switzerland,CHE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,60,,,,60,,2478,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4581,,,,4581,,8172,,,0
H5,2020,2020,2020,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,104146084,,,,104146084,,168861750,,,6
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,206757612,,,,206757612,,450029727,,,6
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,4,Afghanistan,AFG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,531,,,,531,,1726,,,0
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,8,Albania,ALB,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10061,,,,10061,,23119,,,0
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,12,Algeria,DZA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,782325,,,,782325,,1228088,,,6
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,24,Angola,AGO,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,51110,,,,51110,,53639,,,0
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,31,Azerbaijan,AZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2031,,,,2031,,3550,,,0
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,32,Argentina,ARG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,393111,,,,393111,,877412,,,0
H5,2020,2020,2020,6,1,1,Import,276,Germany,DEU,36,Australia,AUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1064,,,,1064,,2642,,,0
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,36,Australia,AUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,173569,,,,173569,,1115442,,,6
H5,2020,2020,2020,6,1,1,Import,276,Germany,DEU,40,Austria,AUT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,269454,,,,269454,,1311158,,,0
